edge_id,length_m,speed_kmh,lanes,capacity_veh_hr,freeflow_min,is_highway,betweenness,avg_degree,svi_score,vulnerability,population,in_evac_zone,zone_tier,demand_V,vc_ratio,bpr_multiplier,pems_multiplier,congestion_multiplier,congested_time_min,label_source,pems_speed_event,pems_speed_baseline,pems_n_samples
23,1076.4552825092337,40.0,2,2000,1.6146829237638505,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,1.6728357290462474,bpr,,,
24,356.1344370372628,40.0,2,2000,0.5342016555558942,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.5534409281089613,bpr,,,
25,102.39125492115315,40.0,2,2000,0.15358688238172974,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.15911831393007092,bpr,,,
26,91.51425156448434,40.0,2,2000,0.1372713773467265,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.1422152059834243,bpr,,,
27,470.31085929030337,40.0,2,2000,0.705466288935455,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.730873657236675,bpr,,,
28,327.8703990099391,40.0,2,2000,0.4918055985149086,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.5095179770793412,bpr,,,
29,1248.0181404541406,40.0,2,2000,1.8720272106812108,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,1.9394482704223583,bpr,,,
30,470.31085929030354,40.0,2,2000,0.7054662889354553,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.7308736572366752,bpr,,,
31,373.2739203983629,40.0,2,2000,0.5599108805975445,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.5800760708870322,bpr,,,
32,372.1117765520882,40.0,2,2000,0.5581676648281323,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.5782700732019189,bpr,,,
33,477.13092056398824,40.0,2,2000,0.7156963808459824,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.7414721859059854,bpr,,,
34,1248.0181404541406,40.0,2,2000,1.8720272106812108,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,1.9394482704223583,bpr,,,
35,407.0930817796253,40.0,2,2000,0.6106396226694379,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.6326318085978287,bpr,,,
36,373.27392039836286,40.0,2,2000,0.5599108805975443,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.5800760708870321,bpr,,,
37,116.81171658757174,40.0,2,2000,0.1752175748813576,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.18152803581716648,bpr,,,
38,421.2474388140101,40.0,2,2000,0.6318711582210151,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.6546279978994431,bpr,,,
39,622.0745862811211,40.0,2,2000,0.9331118794216817,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.9667179036336754,bpr,,,
40,344.0771794098986,40.0,2,2000,0.5161157691148479,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.5347036784701709,bpr,,,
